/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_56_982.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_56_982.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_56_982.jpg,-0.4056604,0,0,3.754064E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_062.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_062.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_062.jpg,-0.4339623,0,0,5.183372E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_148.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_148.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_148.jpg,-0.4339623,0,0,6.512893E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_229.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_229.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_229.jpg,-0.4339623,0,0,3.685572E-07
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_302.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_302.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_302.jpg,-0.4339623,0,0,2.149576E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_380.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_380.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_380.jpg,-0.4339623,0,0,1.237627E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_447.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_447.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_447.jpg,-0.4339623,0,0,1.795781E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_534.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_534.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_534.jpg,-0.4339623,0,0,1.111667E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_611.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_611.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_611.jpg,-0.4339623,0,0,1.636811E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_680.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_680.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_680.jpg,-0.4339623,0,0,2.297647E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_751.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_751.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_751.jpg,-0.4905661,0,0,2.895796E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_831.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_831.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_831.jpg,-0.5471698,0,0,3.660453E-06
/home/scott/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_23_14_18_57_912.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_23_14_18_57_912.jpg,/home/scott/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_23_14_18_57_912.jpg,-0.5849057,0,0,4.989378E-06
